,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,infinite_supply,platform,cmc_rank,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address,timestamp,Timestamp
10,3890,Polygon,MATIC,polygon,780,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-07-21T08:04:00.000Z,0.7605877490092062,367235544.57406884,9.8101,-0.68648154,2.09604575,-11.19654111,17.02900837,-10.94795937,-24.90686138,7088274001.368346,0.5915,7605877490.09,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
11,2,Litecoin,LTC,litecoin,952,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73408301.72743528,84000000.0,False,,12,,,,2023-07-21T08:04:00.000Z,92.06184505768421,547658828.7312921,16.811,-0.43716104,-1.17483427,-8.82676509,9.24922905,1.0173011,7.50277728,6758103699.578878,0.564,7733194984.85,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
12,6636,Polkadot,DOT,polkadot-new,536,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1207149341.4378242,1336628218.743004,True,,13,,,,2023-07-21T08:04:00.000Z,5.4404827138073255,250390997.24639544,101.9004,-0.97621112,4.33621295,-1.8761976,15.63100494,2.75073524,-7.68851213,6567475125.07638,0.5481,7271902718.86,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
13,11419,Toncoin,TON,toncoin,122,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,14,3414166606.0,4800703973.222646,,2023-07-21T08:04:00.000Z,1.4061129778453014,37288556.39686455,131.6273,0.20899643,2.23992754,4.10448974,-0.03137283,-23.25840661,-38.20527549,4825628002.967086,0.4027,7097437552.65,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
14,5805,Avalanche,AVAX,avalanche,468,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345896659.1560127,432616109.1560127,False,,15,,,,2023-07-21T08:04:00.000Z,13.894900005436643,146138845.70310482,14.8204,-0.44098924,-0.60432106,-9.30828398,13.13189546,-3.23232235,-18.17067934,4806199491.187398,0.4011,10004328003.91,,2023-07-21T08:04:00.000Z,,,,,,,2023-07-21 14:06:04.760155
0,1,Bitcoin,BTC,bitcoin,10353,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19435093.0,19435093.0,False,,1,,,,2023-07-21T08:08:00.000Z,29784.310675767974,14654923193.307245,8.7858,-0.1909353,-0.64249792,-4.53825194,3.16959177,10.84343247,9.18352562,578860847924.4435,48.3074,625470524191.13,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
1,1027,Ethereum,ETH,ethereum,7140,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120195141.29749367,120195141.29749367,True,,2,,,,2023-07-21T08:08:00.000Z,1889.8150516546198,7037545261.060909,20.9555,-0.1560497,-0.92700951,-5.29606228,4.36502009,4.15102823,2.07425343,227146587159.75732,18.9564,227146587159.76,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
2,825,Tether USDt,USDT,tether,57463,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83819295816.65376,86707788905.0465,True,,3,,,,2023-07-21T08:07:00.000Z,1.0000270252166508,25448626798.470062,13.7187,-0.00821237,-0.00978679,-0.03756023,0.02445904,-0.00543561,-0.01738158,83821561051.28273,6.9949,86710132201.83,,2023-07-21T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-07-21 14:09:26.805780
3,52,XRP,XRP,xrp,997,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52544091958.0,99988621362.0,False,,4,,,,2023-07-21T08:08:00.000Z,0.7801081460745956,2334923358.739502,-30.7275,-0.6347167,-0.9326899,0.35887055,57.36040754,68.8936518,72.82677853,40990074164.52844,3.4191,78010814607.46,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
4,1839,BNB,BNB,bnb,1525,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153856870.92666784,153856870.92666784,False,,5,,,,2023-07-21T08:08:00.000Z,243.7342593642394,482449943.35873574,-31.6298,0.06020353,0.58643058,-5.03135399,-2.04571175,-20.7817419,-24.47301381,37500190483.41076,3.1281,37500190483.41,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
5,3408,USD Coin,USDC,usd-coin,13396,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26913374367.253212,26913374367.253212,False,,6,,,,2023-07-21T08:07:00.000Z,1.0000144797059458,3107871904.050899,8.3984,5.326e-05,0.00744251,0.00638799,0.00626722,0.00409717,-0.00940048,26913764065.00006,2.2459,26913764065.0,,2023-07-21T08:07:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-07-21 14:09:26.805780
6,2010,Cardano,ADA,cardano,878,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34986721818.464,35999133396.871,False,,7,,,,2023-07-21T08:07:00.000Z,0.3125582421719021,285100647.7257114,-17.8748,-0.651367,-0.86720312,-11.53462381,12.44472169,-13.99856822,-18.93000076,10935388270.936441,0.9126,14065120897.74,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
7,5426,Solana,SOL,solana,490,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,403867993.89624214,552977704.0785625,True,,8,,,,2023-07-21T08:07:00.000Z,25.231012681513523,577406624.3814635,-12.0853,-0.38568433,-3.52672621,-12.10556538,50.27272818,27.73688393,18.47267022,10189998475.653511,0.8504,13952187464.2,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
8,74,Dogecoin,DOGE,dogecoin,748,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140259856383.70523,140259856383.70523,True,,9,,,,2023-07-21T08:08:00.000Z,0.0715274441179528,653652850.7469991,130.6796,-0.78221198,3.73703391,1.78254441,11.34166356,-0.37520691,-9.34788063,10032429039.47756,0.8372,10032429039.48,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
9,1958,TRON,TRX,tron,792,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89718864554.92064,89718956576.8705,True,,10,71659659264.0,5770639832.733813,,2023-07-21T08:07:00.000Z,0.08052842969116428,171483826.0144386,10.6876,-0.43782415,1.08621399,-1.59883472,13.94069045,4.93601756,23.7397569,7224919276.282018,0.6029,7224926686.67,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
10,3890,Polygon,MATIC,polygon,780,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-07-21T08:08:00.000Z,0.761026444614002,365223007.2095845,9.6365,-0.53125224,2.24561729,-11.23217646,17.29068351,-10.9575857,-24.87133227,7092362411.488072,0.5919,7610264446.14,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
11,2,Litecoin,LTC,litecoin,952,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73408301.72743528,84000000.0,False,,12,,,,2023-07-21T08:08:00.000Z,92.0851530674934,547345622.3029519,17.1524,-0.32694207,-1.05578663,-8.92225406,9.45988225,0.97930083,7.52436837,6759814700.995617,0.5641,7735152857.67,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:09:26.805780
12,6636,Polkadot,DOT,polkadot-new,536,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1207149341.4378242,1336628218.743004,True,,13,,,,2023-07-21T08:07:00.000Z,5.445891013481997,251319444.2957793,103.1964,-0.76853648,4.53449304,-2.08202791,15.89718632,2.81124298,-7.63301871,6574003750.466958,0.5486,7279131604.82,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
13,11419,Toncoin,TON,toncoin,122,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,14,3414166606.0,4801649100.554067,,2023-07-21T08:07:00.000Z,1.4063898030388229,37240383.03088197,130.2806,0.17913882,2.26950658,4.03732413,-0.15780246,-23.27265486,-38.54430473,4826578037.158386,0.4027,7098834844.02,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
14,5805,Avalanche,AVAX,avalanche,468,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345896659.1560127,432616109.1560127,False,,15,,,,2023-07-21T08:07:00.000Z,13.905998129373835,145761705.64412063,14.7197,-0.31805897,-0.46038228,-9.11167942,13.30000889,-3.1739064,-18.16440086,4810038295.180172,0.4014,10012318653.15,,2023-07-21T08:07:00.000Z,,,,,,,2023-07-21 14:09:26.805780
0,1,Bitcoin,BTC,bitcoin,10353,2010-07-13T00:00:00.000Z,"['mineable', 'pow', 'sha-256', 'store-of-value', 'state-channel', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'galaxy-digital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'bitcoin-ecosystem']",21000000.0,19435093.0,19435093.0,False,,1,,,,2023-07-21T08:08:00.000Z,29784.310675767974,14654923193.307245,8.7858,-0.1909353,-0.64249792,-4.53825194,3.16959177,10.84343247,9.18352562,578860847924.4435,48.3074,625470524191.13,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
1,1027,Ethereum,ETH,ethereum,7140,2015-08-07T00:00:00.000Z,"['pos', 'smart-contracts', 'ethereum-ecosystem', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'binance-labs-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'dcg-portfolio', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'fabric-ventures-portfolio', 'framework-ventures-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', 'huobi-capital-portfolio', 'alameda-research-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'winklevoss-capital-portfolio', 'usv-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'multicoin-capital-portfolio', 'paradigm-portfolio', 'injective-ecosystem', 'layer-1']",,120195141.29749367,120195141.29749367,True,,2,,,,2023-07-21T08:08:00.000Z,1889.8150516546198,7037545261.060909,20.9555,-0.1560497,-0.92700951,-5.29606228,4.36502009,4.15102823,2.07425343,227146587159.75732,18.9564,227146587159.76,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
2,825,Tether USDt,USDT,tether,57463,2015-02-25T00:00:00.000Z,"['payments', 'stablecoin', 'asset-backed-stablecoin', 'avalanche-ecosystem', 'solana-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'injective-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,83819295816.65376,86707788905.0465,True,,3,,,,2023-07-21T08:08:00.000Z,1.0000680196325926,25423899472.19721,13.6092,-0.00679621,0.00686672,-0.02662395,0.0247278,0.00476744,-0.01889347,83824997174.35939,6.9921,86713686736.99,,2023-07-21T08:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xdac17f958d2ee523a2206206994597c13d831ec7,,2023-07-21 14:10:27.297912
3,52,XRP,XRP,xrp,997,2013-08-04T00:00:00.000Z,"['medium-of-exchange', 'enterprise-solutions', 'arrington-xrp-capital-portfolio', 'galaxy-digital-portfolio', 'a16z-portfolio', 'pantera-capital-portfolio']",100000000000.0,52544091958.0,99988621362.0,False,,4,,,,2023-07-21T08:08:00.000Z,0.7801081460745956,2334923358.739502,-30.7275,-0.6347167,-0.9326899,0.35887055,57.36040754,68.8936518,72.82677853,40990074164.52844,3.4191,78010814607.46,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
4,1839,BNB,BNB,bnb,1525,2017-07-25T00:00:00.000Z,"['marketplace', 'centralized-exchange', 'payments', 'smart-contracts', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'bnb-chain', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'celsius-bankruptcy-estate']",,153856870.92666784,153856870.92666784,False,,5,,,,2023-07-21T08:08:00.000Z,243.7342593642394,482449943.35873574,-31.6298,0.06020353,0.58643058,-5.03135399,-2.04571175,-20.7817419,-24.47301381,37500190483.41076,3.1281,37500190483.41,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
5,3408,USD Coin,USDC,usd-coin,13396,2018-10-08T00:00:00.000Z,"['medium-of-exchange', 'stablecoin', 'asset-backed-stablecoin', 'hedera-hashgraph-ecosystem', 'fantom-ecosystem', 'arbitrum-ecosytem', 'moonriver-ecosystem', 'bnb-chain', 'usd-stablecoin', 'optimism-ecosystem']",,26913374367.253212,26913374367.253212,False,,6,,,,2023-07-21T08:08:00.000Z,1.0000468602948094,3103435485.1008153,8.2437,0.00132416,0.02316168,0.00268613,0.00905659,0.01542386,-0.01033751,26914635535.910378,2.245,26914635535.91,,2023-07-21T08:08:00.000Z,1027.0,Ethereum,ETH,ethereum,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,,2023-07-21 14:10:27.297912
6,2010,Cardano,ADA,cardano,878,2017-10-01T00:00:00.000Z,"['dpos', 'pos', 'platform', 'research', 'smart-contracts', 'staking', 'cardano-ecosystem', 'cardano', 'layer-1', 'sec-security-token', 'alleged-sec-securities']",45000000000.0,34986721818.464,35999133396.871,False,,7,,,,2023-07-21T08:08:00.000Z,0.3125868598198203,285375364.892059,-17.7957,-0.63825715,-0.83374713,-11.52827401,12.44900648,-13.99124324,-18.91072864,10936389508.623255,0.9122,14066408691.89,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
7,5426,Solana,SOL,solana,490,2020-04-10T00:00:00.000Z,"['pos', 'platform', 'solana-ecosystem', 'cms-holdings-portfolio', 'kenetic-capital-portfolio', 'alameda-research-portfolio', 'multicoin-capital-portfolio', 'okex-blockdream-ventures-portfolio', 'layer-1', 'ftx-bankruptcy-estate', 'sec-security-token', 'alleged-sec-securities']",,403867993.89624214,552977704.0785625,True,,8,,,,2023-07-21T08:08:00.000Z,25.22766170535723,577335445.9783639,-12.0961,-0.38782457,-3.54621065,-12.17067604,50.2437294,27.71332758,18.46384749,10188645123.635675,0.8503,13950334449.1,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
8,74,Dogecoin,DOGE,dogecoin,748,2013-12-15T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange', 'memes', 'payments', 'doggone-doggerel', 'bnb-chain']",,140259856383.70523,140259856383.70523,True,,9,,,,2023-07-21T08:08:00.000Z,0.0715274441179528,653652850.7469991,130.6796,-0.78221198,3.73703391,1.78254441,11.34166356,-0.37520691,-9.34788063,10032429039.47756,0.8372,10032429039.48,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
9,1958,TRON,TRX,tron,792,2017-09-13T00:00:00.000Z,"['media', 'payments', 'tron-ecosystem', 'sec-security-token', 'alleged-sec-securities']",,89718864554.92064,89718956576.8705,True,,10,71659659264.0,5770545157.558289,,2023-07-21T08:08:00.000Z,0.0805271085130217,171756020.6394711,10.8633,-0.43886906,1.10078037,-1.6073544,13.96685594,4.85811628,23.73650798,7224800741.679191,0.6029,7224808151.94,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
10,3890,Polygon,MATIC,polygon,780,2019-04-28T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'zero-knowledge-proofs', 'scaling', 'state-channel', 'coinbase-ventures-portfolio', 'layer-2', 'binance-launchpad', 'binance-labs-portfolio', 'polygon-ecosystem', 'moonriver-ecosystem', 'injective-ecosystem', 'sec-security-token', 'alleged-sec-securities']",10000000000.0,9319469069.28493,10000000000.0,False,,11,,,,2023-07-21T08:08:00.000Z,0.761026444614002,365223007.2095845,9.6365,-0.53125224,2.24561729,-11.23217646,17.29068351,-10.9575857,-24.87133227,7092362411.488072,0.5919,7610264446.14,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
11,2,Litecoin,LTC,litecoin,952,2013-04-28T00:00:00.000Z,"['mineable', 'pow', 'scrypt', 'medium-of-exchange']",84000000.0,73408301.72743528,84000000.0,False,,12,,,,2023-07-21T08:08:00.000Z,92.0851530674934,547345622.3029519,17.1524,-0.32694207,-1.05578663,-8.92225406,9.45988225,0.97930083,7.52436837,6759814700.995617,0.5641,7735152857.67,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
12,6636,Polkadot,DOT,polkadot-new,536,2020-08-19T00:00:00.000Z,"['substrate', 'polkadot', 'binance-chain', 'polkadot-ecosystem', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'arrington-xrp-capital-portfolio', 'blockchain-capital-portfolio', 'boostvc-portfolio', 'cms-holdings-portfolio', 'coinfund-portfolio', 'fabric-ventures-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'kenetic-capital-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'spartan-group', 'injective-ecosystem', 'bnb-chain', 'layer-1']",,1207149341.4378242,1336628218.743004,True,,13,,,,2023-07-21T08:08:00.000Z,5.445768665790071,250929618.0705818,102.8766,-0.7481796,4.5391887,-2.12362381,15.89785074,2.79706707,-7.63427585,6573856058.531223,0.5483,7278968071.44,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
13,11419,Toncoin,TON,toncoin,122,2021-08-26T13:40:22.000Z,['pos'],,3431892087.62,5047558528.0,True,,14,3414166606.0,4802243740.91167,,2023-07-21T08:08:00.000Z,1.4065639715625728,37228353.59613194,130.2062,0.19384098,2.28877077,4.05094116,-0.12279297,-23.27602841,-38.57652264,4827175764.736957,0.4027,7099713969.84,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
14,5805,Avalanche,AVAX,avalanche,468,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'layer-1']",720000000.0,345896659.1560127,432616109.1560127,False,,15,,,,2023-07-21T08:08:00.000Z,13.906164346578946,145337137.07407793,14.3856,-0.31727615,-0.44259443,-9.18119342,13.29114236,-3.16645408,-18.16555687,4810095789.156114,0.4014,10012438329.54,,2023-07-21T08:08:00.000Z,,,,,,,2023-07-21 14:10:27.297912
